fault_id,format,target_id,target_name,vector_id,bit_id,fault_type
769,FP16,0,R,48,1,bflip
770,FP16,0,R,48,2,bflip
771,FP16,0,R,48,3,bflip
772,FP16,0,R,48,4,bflip
773,FP16,0,R,48,5,bflip
774,FP16,0,R,48,6,bflip
775,FP16,0,R,48,7,bflip
776,FP16,0,R,48,8,bflip
777,FP16,0,R,48,9,bflip
778,FP16,0,R,48,10,bflip
779,FP16,0,R,48,11,bflip
780,FP16,0,R,48,12,bflip
781,FP16,0,R,48,13,bflip
782,FP16,0,R,48,14,bflip
783,FP16,0,R,48,15,bflip
784,FP16,0,R,49,0,bflip
785,FP16,0,R,49,1,bflip
786,FP16,0,R,49,2,bflip
787,FP16,0,R,49,3,bflip
788,FP16,0,R,49,4,bflip
789,FP16,0,R,49,5,bflip
790,FP16,0,R,49,6,bflip
791,FP16,0,R,49,7,bflip
792,FP16,0,R,49,8,bflip
793,FP16,0,R,49,9,bflip
794,FP16,0,R,49,10,bflip
795,FP16,0,R,49,11,bflip
796,FP16,0,R,49,12,bflip
797,FP16,0,R,49,13,bflip
798,FP16,0,R,49,14,bflip
799,FP16,0,R,49,15,bflip
800,FP16,0,R,50,0,bflip
801,FP16,0,R,50,1,bflip
802,FP16,0,R,50,2,bflip
803,FP16,0,R,50,3,bflip
804,FP16,0,R,50,4,bflip
805,FP16,0,R,50,5,bflip
806,FP16,0,R,50,6,bflip
807,FP16,0,R,50,7,bflip
808,FP16,0,R,50,8,bflip
809,FP16,0,R,50,9,bflip
810,FP16,0,R,50,10,bflip
811,FP16,0,R,50,11,bflip
812,FP16,0,R,50,12,bflip
813,FP16,0,R,50,13,bflip
814,FP16,0,R,50,14,bflip
815,FP16,0,R,50,15,bflip
816,FP16,0,R,51,0,bflip
817,FP16,0,R,51,1,bflip
818,FP16,0,R,51,2,bflip
819,FP16,0,R,51,3,bflip
820,FP16,0,R,51,4,bflip
821,FP16,0,R,51,5,bflip
822,FP16,0,R,51,6,bflip
823,FP16,0,R,51,7,bflip
824,FP16,0,R,51,8,bflip
825,FP16,0,R,51,9,bflip
826,FP16,0,R,51,10,bflip
827,FP16,0,R,51,11,bflip
828,FP16,0,R,51,12,bflip
829,FP16,0,R,51,13,bflip
830,FP16,0,R,51,14,bflip
831,FP16,0,R,51,15,bflip
832,FP16,0,R,52,0,bflip
833,FP16,0,R,52,1,bflip
834,FP16,0,R,52,2,bflip
835,FP16,0,R,52,3,bflip
836,FP16,0,R,52,4,bflip
837,FP16,0,R,52,5,bflip
838,FP16,0,R,52,6,bflip
839,FP16,0,R,52,7,bflip
840,FP16,0,R,52,8,bflip
841,FP16,0,R,52,9,bflip
842,FP16,0,R,52,10,bflip
843,FP16,0,R,52,11,bflip
844,FP16,0,R,52,12,bflip
845,FP16,0,R,52,13,bflip
846,FP16,0,R,52,14,bflip
847,FP16,0,R,52,15,bflip
848,FP16,0,R,53,0,bflip
849,FP16,0,R,53,1,bflip
850,FP16,0,R,53,2,bflip
851,FP16,0,R,53,3,bflip
852,FP16,0,R,53,4,bflip
853,FP16,0,R,53,5,bflip
854,FP16,0,R,53,6,bflip
855,FP16,0,R,53,7,bflip
856,FP16,0,R,53,8,bflip
857,FP16,0,R,53,9,bflip
858,FP16,0,R,53,10,bflip
859,FP16,0,R,53,11,bflip
860,FP16,0,R,53,12,bflip
861,FP16,0,R,53,13,bflip
862,FP16,0,R,53,14,bflip
863,FP16,0,R,53,15,bflip
864,FP16,0,R,54,0,bflip
865,FP16,0,R,54,1,bflip
866,FP16,0,R,54,2,bflip
867,FP16,0,R,54,3,bflip
868,FP16,0,R,54,4,bflip
869,FP16,0,R,54,5,bflip
870,FP16,0,R,54,6,bflip
871,FP16,0,R,54,7,bflip
872,FP16,0,R,54,8,bflip
873,FP16,0,R,54,9,bflip
874,FP16,0,R,54,10,bflip
875,FP16,0,R,54,11,bflip
876,FP16,0,R,54,12,bflip
877,FP16,0,R,54,13,bflip
878,FP16,0,R,54,14,bflip
879,FP16,0,R,54,15,bflip
880,FP16,0,R,55,0,bflip
881,FP16,0,R,55,1,bflip
882,FP16,0,R,55,2,bflip
883,FP16,0,R,55,3,bflip
884,FP16,0,R,55,4,bflip
885,FP16,0,R,55,5,bflip
886,FP16,0,R,55,6,bflip
887,FP16,0,R,55,7,bflip
888,FP16,0,R,55,8,bflip
889,FP16,0,R,55,9,bflip
890,FP16,0,R,55,10,bflip
891,FP16,0,R,55,11,bflip
892,FP16,0,R,55,12,bflip
893,FP16,0,R,55,13,bflip
894,FP16,0,R,55,14,bflip
895,FP16,0,R,55,15,bflip
896,FP16,0,R,56,0,bflip
897,FP16,0,R,56,1,bflip
898,FP16,0,R,56,2,bflip
899,FP16,0,R,56,3,bflip
900,FP16,0,R,56,4,bflip
901,FP16,0,R,56,5,bflip
902,FP16,0,R,56,6,bflip
903,FP16,0,R,56,7,bflip
904,FP16,0,R,56,8,bflip
905,FP16,0,R,56,9,bflip
906,FP16,0,R,56,10,bflip
907,FP16,0,R,56,11,bflip
908,FP16,0,R,56,12,bflip
909,FP16,0,R,56,13,bflip
910,FP16,0,R,56,14,bflip
911,FP16,0,R,56,15,bflip
912,FP16,0,R,57,0,bflip
913,FP16,0,R,57,1,bflip
914,FP16,0,R,57,2,bflip
915,FP16,0,R,57,3,bflip
916,FP16,0,R,57,4,bflip
917,FP16,0,R,57,5,bflip
918,FP16,0,R,57,6,bflip
919,FP16,0,R,57,7,bflip
920,FP16,0,R,57,8,bflip
921,FP16,0,R,57,9,bflip
922,FP16,0,R,57,10,bflip
923,FP16,0,R,57,11,bflip
924,FP16,0,R,57,12,bflip
925,FP16,0,R,57,13,bflip
926,FP16,0,R,57,14,bflip
927,FP16,0,R,57,15,bflip
928,FP16,0,R,58,0,bflip
929,FP16,0,R,58,1,bflip
930,FP16,0,R,58,2,bflip
931,FP16,0,R,58,3,bflip
932,FP16,0,R,58,4,bflip
933,FP16,0,R,58,5,bflip
934,FP16,0,R,58,6,bflip
935,FP16,0,R,58,7,bflip
936,FP16,0,R,58,8,bflip
937,FP16,0,R,58,9,bflip
938,FP16,0,R,58,10,bflip
939,FP16,0,R,58,11,bflip
940,FP16,0,R,58,12,bflip
941,FP16,0,R,58,13,bflip
942,FP16,0,R,58,14,bflip
943,FP16,0,R,58,15,bflip
944,FP16,0,R,59,0,bflip
945,FP16,0,R,59,1,bflip
946,FP16,0,R,59,2,bflip
947,FP16,0,R,59,3,bflip
948,FP16,0,R,59,4,bflip
949,FP16,0,R,59,5,bflip
950,FP16,0,R,59,6,bflip
951,FP16,0,R,59,7,bflip
952,FP16,0,R,59,8,bflip
953,FP16,0,R,59,9,bflip
954,FP16,0,R,59,10,bflip
955,FP16,0,R,59,11,bflip
956,FP16,0,R,59,12,bflip
957,FP16,0,R,59,13,bflip
958,FP16,0,R,59,14,bflip
959,FP16,0,R,59,15,bflip
960,FP16,0,R,60,0,bflip
961,FP16,0,R,60,1,bflip
962,FP16,0,R,60,2,bflip
963,FP16,0,R,60,3,bflip
964,FP16,0,R,60,4,bflip
965,FP16,0,R,60,5,bflip
966,FP16,0,R,60,6,bflip
967,FP16,0,R,60,7,bflip
968,FP16,0,R,60,8,bflip
969,FP16,0,R,60,9,bflip
970,FP16,0,R,60,10,bflip
971,FP16,0,R,60,11,bflip
972,FP16,0,R,60,12,bflip
973,FP16,0,R,60,13,bflip
974,FP16,0,R,60,14,bflip
975,FP16,0,R,60,15,bflip
976,FP16,0,R,61,0,bflip
977,FP16,0,R,61,1,bflip
978,FP16,0,R,61,2,bflip
979,FP16,0,R,61,3,bflip
980,FP16,0,R,61,4,bflip
981,FP16,0,R,61,5,bflip
982,FP16,0,R,61,6,bflip
983,FP16,0,R,61,7,bflip
984,FP16,0,R,61,8,bflip
985,FP16,0,R,61,9,bflip
986,FP16,0,R,61,10,bflip
987,FP16,0,R,61,11,bflip
988,FP16,0,R,61,12,bflip
989,FP16,0,R,61,13,bflip
990,FP16,0,R,61,14,bflip
991,FP16,0,R,61,15,bflip
992,FP16,0,R,62,0,bflip
993,FP16,0,R,62,1,bflip
994,FP16,0,R,62,2,bflip
995,FP16,0,R,62,3,bflip
996,FP16,0,R,62,4,bflip
997,FP16,0,R,62,5,bflip
998,FP16,0,R,62,6,bflip
999,FP16,0,R,62,7,bflip
1000,FP16,0,R,62,8,bflip
1001,FP16,0,R,62,9,bflip
1002,FP16,0,R,62,10,bflip
1003,FP16,0,R,62,11,bflip
1004,FP16,0,R,62,12,bflip
1005,FP16,0,R,62,13,bflip
1006,FP16,0,R,62,14,bflip
1007,FP16,0,R,62,15,bflip
1008,FP16,0,R,63,0,bflip
1009,FP16,0,R,63,1,bflip
1010,FP16,0,R,63,2,bflip
1011,FP16,0,R,63,3,bflip
1012,FP16,0,R,63,4,bflip
1013,FP16,0,R,63,5,bflip
1014,FP16,0,R,63,6,bflip
1015,FP16,0,R,63,7,bflip
1016,FP16,0,R,63,8,bflip
1017,FP16,0,R,63,9,bflip
1018,FP16,0,R,63,10,bflip
1019,FP16,0,R,63,11,bflip
1020,FP16,0,R,63,12,bflip
1021,FP16,0,R,63,13,bflip
1022,FP16,0,R,63,14,bflip
1023,FP16,0,R,63,15,bflip
1024,FP16,0,R,64,0,bflip
1025,FP16,0,R,64,1,bflip
1026,FP16,0,R,64,2,bflip
1027,FP16,0,R,64,3,bflip
1028,FP16,0,R,64,4,bflip
1029,FP16,0,R,64,5,bflip
1030,FP16,0,R,64,6,bflip
1031,FP16,0,R,64,7,bflip
1032,FP16,0,R,64,8,bflip
1033,FP16,0,R,64,9,bflip
1034,FP16,0,R,64,10,bflip
1035,FP16,0,R,64,11,bflip
1036,FP16,0,R,64,12,bflip
1037,FP16,0,R,64,13,bflip
1038,FP16,0,R,64,14,bflip
1039,FP16,0,R,64,15,bflip
1040,FP16,0,R,65,0,bflip
1041,FP16,0,R,65,1,bflip
1042,FP16,0,R,65,2,bflip
1043,FP16,0,R,65,3,bflip
1044,FP16,0,R,65,4,bflip
1045,FP16,0,R,65,5,bflip
1046,FP16,0,R,65,6,bflip
1047,FP16,0,R,65,7,bflip
1048,FP16,0,R,65,8,bflip
1049,FP16,0,R,65,9,bflip
1050,FP16,0,R,65,10,bflip
1051,FP16,0,R,65,11,bflip
1052,FP16,0,R,65,12,bflip
1053,FP16,0,R,65,13,bflip
1054,FP16,0,R,65,14,bflip
1055,FP16,0,R,65,15,bflip
1056,FP16,0,R,66,0,bflip
1057,FP16,0,R,66,1,bflip
1058,FP16,0,R,66,2,bflip
1059,FP16,0,R,66,3,bflip
1060,FP16,0,R,66,4,bflip
1061,FP16,0,R,66,5,bflip
1062,FP16,0,R,66,6,bflip
1063,FP16,0,R,66,7,bflip
1064,FP16,0,R,66,8,bflip
1065,FP16,0,R,66,9,bflip
1066,FP16,0,R,66,10,bflip
1067,FP16,0,R,66,11,bflip
1068,FP16,0,R,66,12,bflip
1069,FP16,0,R,66,13,bflip
1070,FP16,0,R,66,14,bflip
1071,FP16,0,R,66,15,bflip
1072,FP16,0,R,67,0,bflip
1073,FP16,0,R,67,1,bflip
1074,FP16,0,R,67,2,bflip
1075,FP16,0,R,67,3,bflip
1076,FP16,0,R,67,4,bflip
1077,FP16,0,R,67,5,bflip
1078,FP16,0,R,67,6,bflip
1079,FP16,0,R,67,7,bflip
1080,FP16,0,R,67,8,bflip
1081,FP16,0,R,67,9,bflip
1082,FP16,0,R,67,10,bflip
1083,FP16,0,R,67,11,bflip
1084,FP16,0,R,67,12,bflip
1085,FP16,0,R,67,13,bflip
1086,FP16,0,R,67,14,bflip
1087,FP16,0,R,67,15,bflip
1088,FP16,0,R,68,0,bflip
1089,FP16,0,R,68,1,bflip
1090,FP16,0,R,68,2,bflip
1091,FP16,0,R,68,3,bflip
1092,FP16,0,R,68,4,bflip
1093,FP16,0,R,68,5,bflip
1094,FP16,0,R,68,6,bflip
1095,FP16,0,R,68,7,bflip
1096,FP16,0,R,68,8,bflip
1097,FP16,0,R,68,9,bflip
1098,FP16,0,R,68,10,bflip
1099,FP16,0,R,68,11,bflip
1100,FP16,0,R,68,12,bflip
1101,FP16,0,R,68,13,bflip
1102,FP16,0,R,68,14,bflip
1103,FP16,0,R,68,15,bflip
1104,FP16,0,R,69,0,bflip
1105,FP16,0,R,69,1,bflip
1106,FP16,0,R,69,2,bflip
1107,FP16,0,R,69,3,bflip
1108,FP16,0,R,69,4,bflip
1109,FP16,0,R,69,5,bflip
1110,FP16,0,R,69,6,bflip
1111,FP16,0,R,69,7,bflip
1112,FP16,0,R,69,8,bflip
1113,FP16,0,R,69,9,bflip
1114,FP16,0,R,69,10,bflip
1115,FP16,0,R,69,11,bflip
1116,FP16,0,R,69,12,bflip
1117,FP16,0,R,69,13,bflip
1118,FP16,0,R,69,14,bflip
1119,FP16,0,R,69,15,bflip
1120,FP16,0,R,70,0,bflip
1121,FP16,0,R,70,1,bflip
1122,FP16,0,R,70,2,bflip
1123,FP16,0,R,70,3,bflip
1124,FP16,0,R,70,4,bflip
1125,FP16,0,R,70,5,bflip
1126,FP16,0,R,70,6,bflip
1127,FP16,0,R,70,7,bflip
1128,FP16,0,R,70,8,bflip
1129,FP16,0,R,70,9,bflip
1130,FP16,0,R,70,10,bflip
1131,FP16,0,R,70,11,bflip
1132,FP16,0,R,70,12,bflip
1133,FP16,0,R,70,13,bflip
1134,FP16,0,R,70,14,bflip
1135,FP16,0,R,70,15,bflip
1136,FP16,0,R,71,0,bflip
1137,FP16,0,R,71,1,bflip
1138,FP16,0,R,71,2,bflip
1139,FP16,0,R,71,3,bflip
1140,FP16,0,R,71,4,bflip
1141,FP16,0,R,71,5,bflip
1142,FP16,0,R,71,6,bflip
1143,FP16,0,R,71,7,bflip
1144,FP16,0,R,71,8,bflip
1145,FP16,0,R,71,9,bflip
1146,FP16,0,R,71,10,bflip
1147,FP16,0,R,71,11,bflip
1148,FP16,0,R,71,12,bflip
1149,FP16,0,R,71,13,bflip
1150,FP16,0,R,71,14,bflip
1151,FP16,0,R,71,15,bflip
1152,FP16,0,R,72,0,bflip
1153,FP16,0,R,72,1,bflip
1154,FP16,0,R,72,2,bflip
1155,FP16,0,R,72,3,bflip
1156,FP16,0,R,72,4,bflip
1157,FP16,0,R,72,5,bflip
1158,FP16,0,R,72,6,bflip
1159,FP16,0,R,72,7,bflip
1160,FP16,0,R,72,8,bflip
1161,FP16,0,R,72,9,bflip
1162,FP16,0,R,72,10,bflip
1163,FP16,0,R,72,11,bflip
1164,FP16,0,R,72,12,bflip
1165,FP16,0,R,72,13,bflip
1166,FP16,0,R,72,14,bflip
1167,FP16,0,R,72,15,bflip
1168,FP16,0,R,73,0,bflip
1169,FP16,0,R,73,1,bflip
1170,FP16,0,R,73,2,bflip
1171,FP16,0,R,73,3,bflip
1172,FP16,0,R,73,4,bflip
1173,FP16,0,R,73,5,bflip
1174,FP16,0,R,73,6,bflip
1175,FP16,0,R,73,7,bflip
1176,FP16,0,R,73,8,bflip
1177,FP16,0,R,73,9,bflip
1178,FP16,0,R,73,10,bflip
1179,FP16,0,R,73,11,bflip
1180,FP16,0,R,73,12,bflip
1181,FP16,0,R,73,13,bflip
1182,FP16,0,R,73,14,bflip
1183,FP16,0,R,73,15,bflip
1184,FP16,0,R,74,0,bflip
1185,FP16,0,R,74,1,bflip
1186,FP16,0,R,74,2,bflip
1187,FP16,0,R,74,3,bflip
1188,FP16,0,R,74,4,bflip
1189,FP16,0,R,74,5,bflip
1190,FP16,0,R,74,6,bflip
1191,FP16,0,R,74,7,bflip
1192,FP16,0,R,74,8,bflip
1193,FP16,0,R,74,9,bflip
1194,FP16,0,R,74,10,bflip
1195,FP16,0,R,74,11,bflip
1196,FP16,0,R,74,12,bflip
1197,FP16,0,R,74,13,bflip
1198,FP16,0,R,74,14,bflip
1199,FP16,0,R,74,15,bflip
1200,FP16,0,R,75,0,bflip
1201,FP16,0,R,75,1,bflip
1202,FP16,0,R,75,2,bflip
1203,FP16,0,R,75,3,bflip
1204,FP16,0,R,75,4,bflip
1205,FP16,0,R,75,5,bflip
1206,FP16,0,R,75,6,bflip
1207,FP16,0,R,75,7,bflip
1208,FP16,0,R,75,8,bflip
1209,FP16,0,R,75,9,bflip
1210,FP16,0,R,75,10,bflip
1211,FP16,0,R,75,11,bflip
1212,FP16,0,R,75,12,bflip
1213,FP16,0,R,75,13,bflip
1214,FP16,0,R,75,14,bflip
1215,FP16,0,R,75,15,bflip
1216,FP16,0,R,76,0,bflip
1217,FP16,0,R,76,1,bflip
1218,FP16,0,R,76,2,bflip
1219,FP16,0,R,76,3,bflip
1220,FP16,0,R,76,4,bflip
1221,FP16,0,R,76,5,bflip
1222,FP16,0,R,76,6,bflip
1223,FP16,0,R,76,7,bflip
1224,FP16,0,R,76,8,bflip
1225,FP16,0,R,76,9,bflip
1226,FP16,0,R,76,10,bflip
1227,FP16,0,R,76,11,bflip
1228,FP16,0,R,76,12,bflip
1229,FP16,0,R,76,13,bflip
1230,FP16,0,R,76,14,bflip
1231,FP16,0,R,76,15,bflip
1232,FP16,0,R,77,0,bflip
1233,FP16,0,R,77,1,bflip
1234,FP16,0,R,77,2,bflip
1235,FP16,0,R,77,3,bflip
1236,FP16,0,R,77,4,bflip
1237,FP16,0,R,77,5,bflip
1238,FP16,0,R,77,6,bflip
1239,FP16,0,R,77,7,bflip
1240,FP16,0,R,77,8,bflip
1241,FP16,0,R,77,9,bflip
1242,FP16,0,R,77,10,bflip
1243,FP16,0,R,77,11,bflip
1244,FP16,0,R,77,12,bflip
1245,FP16,0,R,77,13,bflip
1246,FP16,0,R,77,14,bflip
1247,FP16,0,R,77,15,bflip
1248,FP16,0,R,78,0,bflip
1249,FP16,0,R,78,1,bflip
1250,FP16,0,R,78,2,bflip
1251,FP16,0,R,78,3,bflip
1252,FP16,0,R,78,4,bflip
1253,FP16,0,R,78,5,bflip
1254,FP16,0,R,78,6,bflip
1255,FP16,0,R,78,7,bflip
1256,FP16,0,R,78,8,bflip
1257,FP16,0,R,78,9,bflip
1258,FP16,0,R,78,10,bflip
1259,FP16,0,R,78,11,bflip
1260,FP16,0,R,78,12,bflip
1261,FP16,0,R,78,13,bflip
1262,FP16,0,R,78,14,bflip
1263,FP16,0,R,78,15,bflip
1264,FP16,0,R,79,0,bflip
1265,FP16,0,R,79,1,bflip
1266,FP16,0,R,79,2,bflip
1267,FP16,0,R,79,3,bflip
1268,FP16,0,R,79,4,bflip
1269,FP16,0,R,79,5,bflip
1270,FP16,0,R,79,6,bflip
1271,FP16,0,R,79,7,bflip
1272,FP16,0,R,79,8,bflip
1273,FP16,0,R,79,9,bflip
1274,FP16,0,R,79,10,bflip
1275,FP16,0,R,79,11,bflip
1276,FP16,0,R,79,12,bflip
1277,FP16,0,R,79,13,bflip
1278,FP16,0,R,79,14,bflip
1279,FP16,0,R,79,15,bflip
1280,FP16,0,R,80,0,bflip
1281,FP16,0,R,80,1,bflip
1282,FP16,0,R,80,2,bflip
1283,FP16,0,R,80,3,bflip
1284,FP16,0,R,80,4,bflip
1285,FP16,0,R,80,5,bflip
1286,FP16,0,R,80,6,bflip
1287,FP16,0,R,80,7,bflip
1288,FP16,0,R,80,8,bflip
1289,FP16,0,R,80,9,bflip
1290,FP16,0,R,80,10,bflip
1291,FP16,0,R,80,11,bflip
1292,FP16,0,R,80,12,bflip
1293,FP16,0,R,80,13,bflip
1294,FP16,0,R,80,14,bflip
1295,FP16,0,R,80,15,bflip
1296,FP16,0,R,81,0,bflip
1297,FP16,0,R,81,1,bflip
1298,FP16,0,R,81,2,bflip
1299,FP16,0,R,81,3,bflip
1300,FP16,0,R,81,4,bflip
1301,FP16,0,R,81,5,bflip
1302,FP16,0,R,81,6,bflip
1303,FP16,0,R,81,7,bflip
1304,FP16,0,R,81,8,bflip
1305,FP16,0,R,81,9,bflip
1306,FP16,0,R,81,10,bflip
1307,FP16,0,R,81,11,bflip
1308,FP16,0,R,81,12,bflip
1309,FP16,0,R,81,13,bflip
1310,FP16,0,R,81,14,bflip
1311,FP16,0,R,81,15,bflip
1312,FP16,0,R,82,0,bflip
1313,FP16,0,R,82,1,bflip
1314,FP16,0,R,82,2,bflip
1315,FP16,0,R,82,3,bflip
1316,FP16,0,R,82,4,bflip
1317,FP16,0,R,82,5,bflip
1318,FP16,0,R,82,6,bflip
1319,FP16,0,R,82,7,bflip
1320,FP16,0,R,82,8,bflip
1321,FP16,0,R,82,9,bflip
1322,FP16,0,R,82,10,bflip
1323,FP16,0,R,82,11,bflip
1324,FP16,0,R,82,12,bflip
1325,FP16,0,R,82,13,bflip
1326,FP16,0,R,82,14,bflip
1327,FP16,0,R,82,15,bflip
1328,FP16,0,R,83,0,bflip
1329,FP16,0,R,83,1,bflip
1330,FP16,0,R,83,2,bflip
1331,FP16,0,R,83,3,bflip
1332,FP16,0,R,83,4,bflip
1333,FP16,0,R,83,5,bflip
1334,FP16,0,R,83,6,bflip
1335,FP16,0,R,83,7,bflip
1336,FP16,0,R,83,8,bflip
1337,FP16,0,R,83,9,bflip
1338,FP16,0,R,83,10,bflip
1339,FP16,0,R,83,11,bflip
1340,FP16,0,R,83,12,bflip
1341,FP16,0,R,83,13,bflip
1342,FP16,0,R,83,14,bflip
1343,FP16,0,R,83,15,bflip
1344,FP16,0,R,84,0,bflip
1345,FP16,0,R,84,1,bflip
1346,FP16,0,R,84,2,bflip
1347,FP16,0,R,84,3,bflip
1348,FP16,0,R,84,4,bflip
1349,FP16,0,R,84,5,bflip
1350,FP16,0,R,84,6,bflip
1351,FP16,0,R,84,7,bflip
1352,FP16,0,R,84,8,bflip
1353,FP16,0,R,84,9,bflip
1354,FP16,0,R,84,10,bflip
1355,FP16,0,R,84,11,bflip
1356,FP16,0,R,84,12,bflip
1357,FP16,0,R,84,13,bflip
1358,FP16,0,R,84,14,bflip
1359,FP16,0,R,84,15,bflip
1360,FP16,0,R,85,0,bflip
1361,FP16,0,R,85,1,bflip
1362,FP16,0,R,85,2,bflip
1363,FP16,0,R,85,3,bflip
1364,FP16,0,R,85,4,bflip
1365,FP16,0,R,85,5,bflip
1366,FP16,0,R,85,6,bflip
1367,FP16,0,R,85,7,bflip
1368,FP16,0,R,85,8,bflip
1369,FP16,0,R,85,9,bflip
1370,FP16,0,R,85,10,bflip
1371,FP16,0,R,85,11,bflip
1372,FP16,0,R,85,12,bflip
1373,FP16,0,R,85,13,bflip
1374,FP16,0,R,85,14,bflip
1375,FP16,0,R,85,15,bflip
1376,FP16,0,R,86,0,bflip
1377,FP16,0,R,86,1,bflip
1378,FP16,0,R,86,2,bflip
1379,FP16,0,R,86,3,bflip
1380,FP16,0,R,86,4,bflip
1381,FP16,0,R,86,5,bflip
1382,FP16,0,R,86,6,bflip
1383,FP16,0,R,86,7,bflip
1384,FP16,0,R,86,8,bflip
1385,FP16,0,R,86,9,bflip
1386,FP16,0,R,86,10,bflip
1387,FP16,0,R,86,11,bflip
1388,FP16,0,R,86,12,bflip
1389,FP16,0,R,86,13,bflip
1390,FP16,0,R,86,14,bflip
1391,FP16,0,R,86,15,bflip
1392,FP16,0,R,87,0,bflip
1393,FP16,0,R,87,1,bflip
1394,FP16,0,R,87,2,bflip
1395,FP16,0,R,87,3,bflip
1396,FP16,0,R,87,4,bflip
1397,FP16,0,R,87,5,bflip
1398,FP16,0,R,87,6,bflip
1399,FP16,0,R,87,7,bflip
1400,FP16,0,R,87,8,bflip
1401,FP16,0,R,87,9,bflip
1402,FP16,0,R,87,10,bflip
1403,FP16,0,R,87,11,bflip
1404,FP16,0,R,87,12,bflip
1405,FP16,0,R,87,13,bflip
1406,FP16,0,R,87,14,bflip
1407,FP16,0,R,87,15,bflip
1408,FP16,0,R,88,0,bflip
1409,FP16,0,R,88,1,bflip
1410,FP16,0,R,88,2,bflip
1411,FP16,0,R,88,3,bflip
1412,FP16,0,R,88,4,bflip
1413,FP16,0,R,88,5,bflip
1414,FP16,0,R,88,6,bflip
1415,FP16,0,R,88,7,bflip
1416,FP16,0,R,88,8,bflip
1417,FP16,0,R,88,9,bflip
1418,FP16,0,R,88,10,bflip
1419,FP16,0,R,88,11,bflip
1420,FP16,0,R,88,12,bflip
1421,FP16,0,R,88,13,bflip
1422,FP16,0,R,88,14,bflip
1423,FP16,0,R,88,15,bflip
1424,FP16,0,R,89,0,bflip
1425,FP16,0,R,89,1,bflip
1426,FP16,0,R,89,2,bflip
1427,FP16,0,R,89,3,bflip
1428,FP16,0,R,89,4,bflip
1429,FP16,0,R,89,5,bflip
1430,FP16,0,R,89,6,bflip
1431,FP16,0,R,89,7,bflip
1432,FP16,0,R,89,8,bflip
1433,FP16,0,R,89,9,bflip
1434,FP16,0,R,89,10,bflip
1435,FP16,0,R,89,11,bflip
1436,FP16,0,R,89,12,bflip
1437,FP16,0,R,89,13,bflip
1438,FP16,0,R,89,14,bflip
1439,FP16,0,R,89,15,bflip
1440,FP16,0,R,90,0,bflip
1441,FP16,0,R,90,1,bflip
1442,FP16,0,R,90,2,bflip
1443,FP16,0,R,90,3,bflip
1444,FP16,0,R,90,4,bflip
1445,FP16,0,R,90,5,bflip
1446,FP16,0,R,90,6,bflip
1447,FP16,0,R,90,7,bflip
1448,FP16,0,R,90,8,bflip
1449,FP16,0,R,90,9,bflip
1450,FP16,0,R,90,10,bflip
1451,FP16,0,R,90,11,bflip
1452,FP16,0,R,90,12,bflip
1453,FP16,0,R,90,13,bflip
1454,FP16,0,R,90,14,bflip
1455,FP16,0,R,90,15,bflip
1456,FP16,0,R,91,0,bflip
1457,FP16,0,R,91,1,bflip
1458,FP16,0,R,91,2,bflip
1459,FP16,0,R,91,3,bflip
1460,FP16,0,R,91,4,bflip
1461,FP16,0,R,91,5,bflip
1462,FP16,0,R,91,6,bflip
1463,FP16,0,R,91,7,bflip
1464,FP16,0,R,91,8,bflip
1465,FP16,0,R,91,9,bflip
1466,FP16,0,R,91,10,bflip
1467,FP16,0,R,91,11,bflip
1468,FP16,0,R,91,12,bflip
1469,FP16,0,R,91,13,bflip
1470,FP16,0,R,91,14,bflip
1471,FP16,0,R,91,15,bflip
1472,FP16,0,R,92,0,bflip
1473,FP16,0,R,92,1,bflip
1474,FP16,0,R,92,2,bflip
1475,FP16,0,R,92,3,bflip
1476,FP16,0,R,92,4,bflip
1477,FP16,0,R,92,5,bflip
1478,FP16,0,R,92,6,bflip
1479,FP16,0,R,92,7,bflip
1480,FP16,0,R,92,8,bflip
1481,FP16,0,R,92,9,bflip
1482,FP16,0,R,92,10,bflip
1483,FP16,0,R,92,11,bflip
1484,FP16,0,R,92,12,bflip
1485,FP16,0,R,92,13,bflip
1486,FP16,0,R,92,14,bflip
1487,FP16,0,R,92,15,bflip
1488,FP16,0,R,93,0,bflip
1489,FP16,0,R,93,1,bflip
1490,FP16,0,R,93,2,bflip
1491,FP16,0,R,93,3,bflip
1492,FP16,0,R,93,4,bflip
1493,FP16,0,R,93,5,bflip
1494,FP16,0,R,93,6,bflip
1495,FP16,0,R,93,7,bflip
1496,FP16,0,R,93,8,bflip
1497,FP16,0,R,93,9,bflip
1498,FP16,0,R,93,10,bflip
1499,FP16,0,R,93,11,bflip
1500,FP16,0,R,93,12,bflip
1501,FP16,0,R,93,13,bflip
1502,FP16,0,R,93,14,bflip
1503,FP16,0,R,93,15,bflip
1504,FP16,0,R,94,0,bflip
1505,FP16,0,R,94,1,bflip
1506,FP16,0,R,94,2,bflip
1507,FP16,0,R,94,3,bflip
1508,FP16,0,R,94,4,bflip
1509,FP16,0,R,94,5,bflip
1510,FP16,0,R,94,6,bflip
1511,FP16,0,R,94,7,bflip
1512,FP16,0,R,94,8,bflip
1513,FP16,0,R,94,9,bflip
1514,FP16,0,R,94,10,bflip
1515,FP16,0,R,94,11,bflip
